address,label,english,portuguese,verdict,note
JER.46.9,9,"<em>Men.</em> Soldiers formed one of the principal classes among the Egyptians. Herod. ii. 164.—<em>Ethiopians.</em> Heb. “Cush,” in Lower Egypt, on the Red Sea.—<em>Lybians.</em> Heb. “Phut, another son of Cham, inhabiting the Nome Phtenethu.” Ezec. 30:5. Nah. 3:2.—<em>Lydians.</em> Their situation is not known.","<em>Homens.</em> Os soldados formavam uma das principais classes entre os egípcios. Herod. ii. 164.—<em>Etíopes.</em> Heb. ""Cush,"" no Baixo Egito, no Mar Vermelho.—<em>Líbios.</em> Heb. ""Phut, outro filho de Cam, habitando o Nome Phtenethu."" Ezec. 30:5. Nah. 3:2.—<em>Lídios.</em> Sua localização não é conhecida.",,
EZK.1.8,8,"<em>Wings.</em> Their arms were covered with feathers, and the hand appeared at the extremity; or they had four arms under the wings. C. 10:8. They all came from the shoulders, so as to correspond with the four faced animal, v. 6. C.—Others believe that each face had four wings, so that the animal would have sixteen. Maldonat.—In Is. 9:2 the cherub has six wings. The form was variable, as there was nothing in nature similar. They were perhaps designed to represent the eternity and dominion of God over the whole creation. v. 28. H.","<em>Asas.</em> Os braços estavam cobertos de penas, e a mão aparecia na extremidade; ou tinham quatro braços sob as asas. C. 10:8. Todas saíam dos ombros, de modo a corresponder ao animal de quatro faces, v. 6. C.—Outros creem que cada face tinha quatro asas, de modo que o animal teria dezesseis. Maldonat.—Em Is. 9:2 o querubim tem seis asas. A forma era variável, pois não havia nada semelhante na natureza. Foram talvez concebidas para representar a eternidade e o domínio de Deus sobre toda a criação. v. 28. H.",,
EZK.4.14,14,<em>Ah.</em> He makes the same exclamation as Jeremias. 1:6. Heb. <em>aha.</em> Theodot. “Oh!” Sept. and Sym. “by no means.” H.—God forbid. Excrements make a person legally unclean. Deut. 23:12. C.,"<em>Ah.</em> Faz a mesma exclamação que Jeremias. 1:6. Heb. <em>aha.</em> Teodot. ""Oh!"" Sept. e Sim. ""de modo nenhum."" H.—Deus me livre. Os excrementos tornam uma pessoa legalmente impura. Deut. 23:12. C.",,
EZK.7.19,19,<em>Iniquity.</em> Riches have fostered their passions: they will not now procure food or liberty. Soph. 1:18. C.—The riches of the idols invited the enemy to plunder. W.,<em>Iniquidade.</em> As riquezas alimentaram suas paixões: não servirão agora para obter alimento ou liberdade. Soph. 1:18. C.—As riquezas dos ídolos convidaram o inimigo ao saque. W.,,
EZK.12.3,3,"<em>Removing.</em> Lit. “vessels of transmigration,” ( H.) or bundles, ( C.) and what was requisite for travelling, ( W.) or in exile. H.—All this, to C. 20 happened five years before the fall of Jerusalem. C.—See C. 8:1. H.","<em>Partindo.</em> Lit. ""vasos de transmigração,"" ( H.) ou fardos, ( C.) e o necessário para a viagem, ( W.) ou no exílio. H.—Tudo isto, até C. 20, aconteceu cinco anos antes da queda de Jerusalém. C.—Veja C. 8:1. H.",,
EZK.12.10,10,"<em>Jerusalem.</em> The people regarded not Jeremias. This prediction would be sent to them to confirm what he said, while it would tend to keep up the spirits of those who were in captivity. Theod. C.—<em>Israel.</em> The people, or those of the ten tribes who had retired thither. M.","<em>Jerusalém.</em> O povo não deu atenção a Jeremias. Esta predição lhes seria enviada para confirmar o que ele disse, ao mesmo tempo que serviria para manter o ânimo daqueles que estavam no cativeiro. Teod. C.—<em>Israel.</em> O povo, ou os das dez tribos que se haviam retirado para lá. M.",,
EZK.13.5,5,"<em>Enemy.</em> You do not admonish sinners of their evil ways, nor strive to avert God’s indignation, in imitation of true prophets, (Ex. 32:10) but rather undermine the wall like foxes.","<em>Inimigo.</em> Não admoestais os pecadores sobre seus maus caminhos, nem vos esforçais para desviar a indignação de Deus, à imitação dos verdadeiros profetas, (Ex. 32:10) mas antes solapais o muro como raposas.",,
EZK.17.20,20,"<em>Net.</em> C. 12:13. C.—<em>Judge</em>, punish. H.—His sentence was pronounced at Reblatha. 4 Kin. 25:7. C.","<em>Rede.</em> C. 12:13. C.—<em>Julgar</em>, punir. H.—Sua sentença foi pronunciada em Reblata. 4 Rs. 25:7. C.",,
EZK.19.3,3,"<em>Whelps;</em> Joachaz, or Sellum, ( Ch.) who reigned only three months, like his brother Jechonias. H.—The four last kings were all cruel. W.","<em>Filhotes;</em> Joachaz, ou Sellum, ( Ch.) que reinou apenas três meses, como seu irmão Jeconias. H.—Os quatro últimos reis foram todos cruéis. W.",,
EZK.33.25,25,"<em>To them.</em> Grabe marks to v. 27. <em>Thus saith</em>, &c. as wanting in the Sept. though not in the Alex. copy. S. Jerom reckons eight verses or lines omitted. H.—The Comp. and Theodoret read them with some variations.—<em>The blood.</em> It must be carefully extracted. Gen. 9:4. Lev. 7:26.—<em>Uncleannesses;</em> idols, in which you trust.","<em>A eles.</em> Grabe indica até v. 27. <em>Assim diz</em>, &c. como faltando no Sept., embora não na cópia Alex. S. Jerônimo conta oito versículos ou linhas omitidos. H.—O Comp. e Teodoreto os leem com algumas variações.—<em>O sangue.</em> Deve ser cuidadosamente extraído. Gen. 9:4. Lev. 7:26.—<em>Impurezas;</em> ídolos, nos quais confiais.",,
EZK.34.5,5,"<em>Field.</em> The people being neglected, followed false prophets and idols. Their teachers were so far from striving to reclaim them, that they perhaps shewed them the example. C.","<em>Campo.</em> O povo, negligenciado, seguiu falsos profetas e ídolos. Seus mestres estavam tão longe de se esforçar para reconduzí-los, que talvez lhes tenham dado o exemplo. C.",,
EZK.35.6,6,"<em>Blood.</em> The Machabees sprung from the same stock. Pursue the Idumeans, and force them to receive circumcision. 1 Mac. 4:15.",<em>Sangue.</em> Os Macabeus provinham do mesmo tronco. Persegui os idumeanos e forçai-os a receber a circuncisão. 1 Mac. 4:15.,,
EZK.42.4,4,"<em>One cubit</em>, projecting out perhaps for seats, or for the pilasters.","<em>Um côvado</em>, projetando-se talvez para assentos ou para as pilastras.",,
DAN.3.20,20,"<em>Strongest.</em> Chal. “mighty in strength;” ( H.) his own guards, the usual executioners.","<em>Mais fortes.</em> Cald. ""poderosos em força;"" ( H.) seus próprios guardas, os habituais executores.",,
DAN.4.5,5,"<em>Colleague.</em> Chal. also, “another, <em>or</em> afterwards, ( H.) or at last.” C.—<em>My god.</em> He says this, because the name of <em>Baltassar</em>, or <em>Belteshazzar</em>, is derived from the name of <em>Bel</em>, the chief god of the Babylonians. Ch.—<em>Gods.</em> He speaks conformably to his false opinion; (S. Jer.) or, being instructed by Daniel, he testifies that the Holy Spirit enlightens the prophet. Theod. Gr. has “god,” which S. Jerom disapproves; though the plural is often used for the true God. Reason evinces that only the Deity can disclose the secrets of futurity. Gen. 41:38. C.","<em>Colega.</em> Cald. também, ""outro, <em>ou</em> depois, ( H.) ou finalmente."" C.—<em>Meu deus.</em> Ele diz isso porque o nome de <em>Baltasar</em>, ou <em>Belteshazar</em>, deriva do nome de <em>Bel</em>, o deus principal dos babilônios. Ch.—<em>Deuses.</em> Ele fala em conformidade com sua falsa opinião; (S. Jer.) ou, instruído por Daniel, testifica que o Espírito Santo ilumina o profeta. Teod. O Gr. tem ""deus,"" o que São Jerônimo desaprova; embora o plural seja frequentemente usado para designar o verdadeiro Deus. A razão demonstra que somente a Divindade pode revelar os segredos do futuro. Gn 41:38. C.",,
DAN.12.2,2,"<em>Many.</em> This shews the great number. All shall rise again. In a figurative sense, the Jews who seemed buried shall appear and fight.—<em>To see.</em> Heb. “everlasting.” C.—S. Jerom has not seen a <em>d</em> ( H.) in the word. This text is express for eternal happiness or misery. C.—Some have understood, <em>deraon</em>, “stench,” or contempt, to denote the ignominy of the damned; but the prophet speaks of the times of the Machabees. Houbigant.—All shall rise in their bodies, but all shall not be changed for the better. 1 Cor. 15:51. W.","<em>Muitos.</em> Isso indica o grande número. Todos ressuscitarão. Em sentido figurado, os judeus que pareciam sepultados aparecerão e combaterão.—<em>Para ver.</em> Heb. ""eterno."" C.—S. Jerônimo não encontrou um <em>d</em> (H.) na palavra. Este texto é claro quanto à felicidade ou miséria eternas. C.—Alguns entenderam <em>deraon</em>, ""fedor,"" ou desprezo, para designar o opróbrio dos condenados; mas o profeta fala dos tempos dos Macabeus. Houbigant.—Todos ressuscitarão em seus corpos, mas nem todos serão transformados para melhor. 1 Cor. 15:51. W.",,
HOS.7.11,11,"<em>Decoyed.</em> Heb. “stupid.” C. 4:11. The dove is the only bird which is not grieved at the loss of its young. S. Jer.—It returns to the same nest, though repeatedly robbed, forgetting past dangers. Theod.—Thus Israel is not reclaimed, though idolatry has so often proved its ruin.—<em>Egypt.</em> Jeroboam had returned thither, and at his return brought about a division of the kingdom. 3 K. 11:40. Osee, the last king, applied to Sua, and this provoked the <em>Assyrians</em> to destroy the kingdom. They pretended that it was tributary to them, after Phul had been invited to assist Manahem for a thousand talents. 4 K. 15:19 and 17:4. Thus was a worldly policy confounded.","<em>Seduzida.</em> Heb. ""estúpida."" C. 4:11. A pomba é a única ave que não se aflige com a perda de seus filhotes. S. Jer.—Volta ao mesmo ninho, ainda que repetidamente saqueada, esquecendo os perigos passados. Theod.—Assim também Israel não se corrige, embora a idolatria tantas vezes tenha causado sua ruína.—<em>Egito.</em> Jeroboão havia regressado para lá e, ao voltar, provocou a divisão do reino. 3 Rs. 11:40. Oséias, o último rei, recorreu a Sua, e isso provocou os <em>assírios</em> a destruírem o reino. Eles afirmavam que era tributário deles, depois que Pul fora convidado a assistir a Manaém por mil talentos. 4 Rs. 15:19 e 17:4. Assim foi confundida uma política mundana.",,
JOL.3.2,29,"<em>Handmaids.</em> Sept. of S. Jer. and S. Peter read, <em>my handmaids.</em> “My,” is omitted in both places in Complut. and Heb. and the latter word in the Rom. Sept.","<em>Servas.</em> A Sept. de S. Jer. e S. Pedro lêem, <em>minhas servas.</em> ""Minhas,"" é omitido em ambos os lugares no Complut. e no Hebr., e a última palavra na Sept. romana.",,
AMO.3.4,4,"<em>Nothing?</em> Thus, shall I inveigh against your crimes, if there were no need?","<em>Nada?</em> Assim, clamaria eu contra vossos crimes, se não houvesse necessidade?",,
AMO.5.18,18,"<em>The day.</em> Some imprudently laughed at the prophets. Is. 5:19. Jer. 17:15. Others wished for the coming of the Lord, not reflecting that he would punish their guilt. C.—Thus, many through impatience, desire to die. We must rather, repent, and leave our lives at God’s disposal. S. Jer.","<em>O dia.</em> Alguns imprudentemente riam dos profetas. Is. 5:19. Jer. 17:15. Outros desejavam a vinda do Senhor, sem refletir que ele puniria a culpa deles. C.—Assim, muitos, por impaciência, desejam morrer. Devemos antes nos arrepender e deixar nossas vidas à disposição de Deus. S. Jer.",,
AMO.5.26,26,"<em>A tabernacle</em>, &c. All this alludes to the idolatry which they committed, when they were drawn away by the daughters of Moab to the worship of their gods. Num. 25. Ch.—They imitated the superstitions of Egypt, and bore the image of Osiris, adorned with a star and crescent, on a sort of base, under a canopy. Heb. “You carried the tents of your king and the base of your statues, the star of your gods, which you have made for yourselves.” Sept. by changing ( C.) <em>ciun</em> in <em>Rephan</em>, or <em>ραιφαν</em>, ( H.) have caused great confusion among commentators. If any change were requisite, ( C.) <em>cima</em> ( H.) would be preferable. v. 8. Job 9:9. Yet the Heb. seems to be correct, and <em>chiun</em> denotes a pedestal rather than an idol. Some read <em>Kevan</em>, the Saturn of the Arabs, &c. and think that <em>Rephan</em> has been mistaken for it. The only difficulty is the authority of S. Stephen, who follows the Sept. Acts 7:43. Yet he probably spoke in Syriac, and might pronounce <em>Chevan;</em> though S. Luke might adopt the Sept. in a matter of so little consequence. C. Diss.—This decision may not probably give satisfaction to those who reflect that both these authors were under the immediate influence of the Holy Ghost, and that if an error had crept into the copy of the Sept. he would have corrected it. Truth is always of sufficient consequence. See Kennicott, Diss. ii. p. 344. H.—<em>Chiun</em> and <em>Rephan</em> are “expressive of the same” god or idol, representing the <em>machine</em> of the heavens. The people of Peru worshipped Choun. Parkhurst, p. 137.—<em>Remvan</em> may be Remmon, (4 K. 6:18) or Saturn. Grot.—In a Coptic alphabet of the planets it is thus explained: (De Dieu. Collier. Dict. Sept. and Acts) “You have taken the tabernacle of Moloch, and the star of your Rempham, figures,” &c. Prot. marg. “the <em>Siccuth</em>, your king, and <em>Chiun</em>, your images, the star,” &c. H.","<em>Um tabernáculo</em>, &c. Tudo isso alude à idolatria que cometeram, quando foram seduzidos pelas filhas de Moab ao culto dos seus deuses. Núm. 25. Ch.—Imitaram as superstições do Egito e carregavam a imagem de Osíris, adornada com uma estrela e um crescente, sobre uma espécie de base, sob um dossel. Heb. ""Vós carregastes as tendas do vosso rei e a base das vossas estátuas, a estrela dos vossos deuses, que vós mesmos fizestes."" Sept. ao mudar (C.) <em>ciun</em> em <em>Rephan</em>, ou <em>ραιφαν</em>, (H.) causaram grande confusão entre os comentadores. Se alguma mudança fosse necessária, (C.) <em>cima</em> (H.) seria preferível. v. 8. Jó 9:9. Contudo, o Heb. parece estar correto, e <em>chiun</em> denota um pedestal antes que um ídolo. Alguns lêem <em>Kevan</em>, o Saturno dos árabes, &c., e pensam que <em>Rephan</em> foi confundido com ele. A única dificuldade é a autoridade de S. Estêvão, que segue o Sept. At. 7:43. Todavia, ele provavelmente falava em siríaco e poderia pronunciar <em>Chevan;</em> ainda que S. Lucas pudesse adotar o Sept. em matéria de tão pouca consequência. C. Diss.—Esta decisão provavelmente não satisfará os que refletem que ambos esses autores estavam sob a influência imediata do Espírito Santo, e que, se um erro houvesse se introduzido na cópia do Sept., ele o teria corrigido. A verdade é sempre de suficiente importância. Ver Kennicott, Diss. ii. p. 344. H.—<em>Chiun</em> e <em>Rephan</em> são ""expressões do mesmo"" deus ou ídolo, representando a <em>máquina</em> dos céus. O povo do Peru adorava Choun. Parkhurst, p. 137.—<em>Remvan</em> pode ser Remmon (4 Rs. 6:18) ou Saturno. Grot.—Num alfabeto copta dos planetas assim se explica: (De Dieu. Collier. Dict. Sept. e At.) ""Vós tomastes o tabernáculo de Moloc e a estrela do vosso Rempham, figuras,"" &c. Prot. marg. ""o <em>Siccuth</em>, vosso rei, e <em>Chiun</em>, vossas imagens, a estrela,"" &c. H.
[[[REVIEW:exegese_datada|A passagem trata a leitura textual do Septante como questão resolvida pela autoridade do Espírito Santo, sem considerar as nuances da crítica textual moderna.]]
[[[ID:56736]]]
<em>Damasco</em>, ou <em>Babilônia</em>, (At. 7) para a Mesopotâmia, &c. O sentido é o mesmo. C.—Quando os apóstolos citam passagens, ""não consideram as palavras, mas o sentido."" S. Jer.—Uma cópia grega, porém, traz <em>Damasco</em> nos Atos. H.",,
AMO.9.3,3,"<em>Top</em>, in woods, or caverns.—<em>Serpent.</em> Fishes and sea monsters are so called.","<em>Cimo</em>, em bosques ou cavernas.—<em>Serpente.</em> Peixes e monstros marinhos assim são chamados.",,
MIC.2.3,3,"<em>Time.</em> It was very near. Micheas saw the ruin of Samaria, under Theglathphalassar and Salmanasar.","<em>Tempo.</em> Estava muito próximo. Miquéias viu a ruína de Samaria, sob Teglat-Falasar e Salmanasar.",,
MIC.3.12,12,"<em>Forests</em>, after its destruction by Nabuchodonosor. C.—In the space of three years’ neglect, shrubs were growing in the courts of the temple. 1 Mac. 4:38. H.—Rufus ploughed up the spot where the temple had stood, after the Romans had burnt it down. S. Jer. Jos. Bel. vii. 20.—This prediction made a deep impression on the minds of the people. It caused them to refrain from killing Jeremias. v. 1. C.","<em>Florestas</em>, após a sua destruição por Nabucodonosor. C.—No espaço de três anos de abandono, arbustos cresciam nos átrios do templo. 1 Mac. 4:38. H.—Rufo lavrou o local onde o templo havia estado, depois de os romanos o terem incendiado. S. Jer. Jos. Bel. vii. 20.—Esta predição causou profunda impressão nas mentes do povo. Levou-os a abster-se de matar Jeremias. v. 1. C.",,
MIC.5.11,11,"<em>Sorceries.</em> The Jews after their return abstained more from such things; but not like the Church of Christ, in which idols and dealings with the devil have never been tolerated.","<em>Feitiçarias.</em> Os judeus, após o seu regresso, abstiveram-se mais de tais coisas; mas não como a Igreja de Cristo, na qual ídolos e tratos com o demônio jamais foram tolerados.",,
MIC.7.1,1,"<em>Figs</em>, which are the worst. S. Jer. S. Amb. in Lu. vii. 3. Yet they were eagerly sought after, before the other figs came to maturity. They had escaped the rigours of winter. Such Christ ( C.) seemed to expect. Mark 11:13.","<em>Figos</em>, que são os piores. S. Jer. S. Amb. in Lu. vii. 3. Contudo, eram ansiosamente procurados antes que os outros figos chegassem à maturidade. Haviam escapado ao rigor do inverno. Tais Cristo ( C.) pareceu esperar. Mc. 11:13.",,
NAM.1.13,13,"<em>Asunder.</em> Ezechias was tributary to Assyria. 4 K. 18:14. After the fall of Ninive, its yoke was removed. C.","<em>Em pedaços.</em> Ezequias era tributário da Assíria. 4 Rs. 18:14. Após a queda de Nínive, o seu jugo foi removido. C.",,
HAB.1.2,2,"<em>Save.</em> Some think that he expresses the sentiments of the weak, like David, (Ps. 72:2) or what he had formerly entertained. The language of the prophets is very bold. Ex. 32:32. Job 3:3. Jer. 20:14. Jon. 4:8. C.","<em>Salvar.</em> Alguns pensam que ele exprime os sentimentos do fraco, como Davi, (Sl. 72:2) ou o que havia anteriormente pensado. A linguagem dos profetas é muito ousada. Ex. 32:32. Jó 3:3. Jer. 20:14. Jon. 4:8. C.",,
ZEC.9.15,15,"<em>Sling.</em> At first the Machabees had no other weapon. 1 Mac. 4:6. The sling was much used. Judg. 20:16.—<em>Wine.</em> They will shed blood of the enemy so abundantly, and be all besmeared with it. They would never drink it, like the pagans. Lev. 17:10. C.","<em>Funda.</em> A princípio os Macabeus não tinham outra arma. 1 Mac. 4:6. A funda era muito usada. Jz. 20:16.—<em>Vinho.</em> Derramarão o sangue do inimigo em tanta abundância que ficarão todos ensanguentados. Nunca o beberiam, como os pagãos. Lv. 17:10. C.",,
ZEC.14.2,2,"<em>I will gather</em>, &c. This seems to be a prophecy of what was done by Antiochus, ( Ch.) or of the last siege, ( W.) by the Romans. S. Jer. Theod. Eus. Dem. vi. 18. C.—Vespasian collected numerous forces. Jos. Bel. iii. 1.—Titus had six legions and many auxiliaries, Arabs, &c. Tacit. Hist. v.—Various nations composed their army. W.—<em>Rifled</em>, or demolished. None was left standing. Jos. B. vii. 6. Heges. v. 49.—S. Jerom and others think that the city on Sion was spared, ( C.) and 40,000 were permitted to dwell where they had a mind. Jos. B. vii. 15.—But it is not said that they continued at Jerusalem. Half the Jews therefore perished, and those who maintained the siege found a grave in the city. Theod.—<em>Half</em> only denotes a considerable part, as v. 8. Those who followed our Saviour’s admonition, retired before, and were safe ( C.) at Pella. C. 10:11. Sept. “the rest of my people shall not be destroyed out of the city.”","<em>Congregarei</em>, etc. Parece ser uma profecia do que foi feito por Antíoco, (Ch.) ou do último cerco (W.) pelos romanos. S. Jer. Teod. Eus. Dem. vi. 18. C.—Vespasiano reuniu numerosas forças. Jos. Bel. iii. 1.—Tito tinha seis legiões e muitos auxiliares, árabes, etc. Tácit. Hist. v.—Várias nações compuseram o seu exército. W.—<em>Saqueada</em>, ou demolida. Nenhuma ficou de pé. Jos. B. vii. 6. Heges. v. 49.—S. Jerônimo e outros pensam que a cidade no Sião foi poupada (C.) e 40.000 foram autorizados a habitar onde quisessem. Jos. B. vii. 15.—Mas não se diz que continuaram em Jerusalém. Portanto, metade dos judeus pereceu, e os que sustentaram o cerco encontraram sepultura na cidade. Teod.—<em>Metade</em> denota apenas uma parte considerável, como no v. 8. Os que seguiram a admoestação de Nosso Salvador retiraram-se antes e estavam a salvo (C.) em Pela. C. 10:11. Sept. ""o resto do meu povo não será destruído da cidade.""",,
MAT.4.13,13,"Nazareth was situated in Lower Galilee; and Capharnaum, a maritime town, in Higher Galilee. According to the historian, Josephus, it did not belong to Herod, the tetrarch, who sent the baptist to confinement, but to Philip, the tetrarch, his brother. C.—He leaves Nazareth for good and all, and retires to Capharnaum, a very flourishing and much frequented emporium, both for the Jews and Gentiles. Here he makes his chief residence, a place well calculated for his preaching, being on the limits of both Galilees, although he made frequent excursions through Galilee to disseminate his doctrines. Syn. crit.","Nazaré situava-se na Galileia Inferior; e Cafarnaum, cidade marítima, na Galileia Superior. Segundo o historiador Flávio Josefo, esta não pertencia a Herodes, o tetrarca, que enviou o Batista ao cárcere, mas a Filipe, o tetrarca, seu irmão. C.—Ele deixa Nazaré definitivamente e retira-se a Cafarnaum, empório muito florescente e muito frequentado, tanto pelos judeus quanto pelos gentios. Ali estabelece sua principal residência, lugar bem adequado para sua pregação, situado nos limites das duas Galileias, embora fizesse frequentes excursões pela Galileia para disseminar sua doutrina. Syn. crit.",,
MAT.9.22,22,"<em>Επιστραφεις και ιδων</em>, turning about and seeing, as if he were ignorant, and wished to see who it was that had touched him, as the other evangelists relate. In S. Mark (5:29,) we see she was cured on touching the garment; and Jesus only confirms the cure by what he says in verse 34.—<em>But Jesus turning about.</em> Our divine Saviour, fearing lest he might alarm the woman by his words, says immediately to her, <em>Take courage;</em> and at the same time calls her his daughter, because her faith had rendered her such. S. Chrysos.","<em>Επιστραφεις και ιδων</em>, voltando-se e vendo, como se ignorasse e quisesse ver quem o havia tocado, como os outros evangelistas relatam. Em S. Marcos (5:29,) vemos que ela foi curada ao tocar a veste; e Jesus apenas confirma a cura pelo que diz no versículo 34.—<em>Mas Jesus, voltando-se.</em> Nosso divino Salvador, temendo alarmar a mulher com suas palavras, diz-lhe imediatamente, <em>Tem ânimo;</em> e ao mesmo tempo a chama de filha, porque sua fé a havia tornado tal. S. Crisóstomo.",,
MAT.12.2,2,"<em>That which is not lawful to do on the sabbath-days.</em> The Pharisees blame not the disciples for plucking the ears of corn, as they passed by, (this being allowed, Deut. 23:25) but for doing it on a sabbath-day, as if it had been a breach of the sabbath. Wi.—<em>Behold</em>, &c. The Pharisees here mildly rebuked our Lord; but afterwards, when he restored the withered hand, they rose up against him with such rage, that they formed upon the spot designs of killing him, as in v. 14. When there is nothing great or sublime, they are more quiet, but when with his word only he restores health to the infirm, like furious beasts, they grow enraged. S. Chrysos. hom. xl.","<em>O que não é lícito fazer nos sábados.</em> Os fariseus não repreendem os discípulos por colherem as espigas ao passar, (o que era permitido, Dt 23:25) mas por fazê-lo num dia de sábado, como se fosse uma violação do sábado. Wi.— <em>Eis que</em>, &c. Os fariseus aqui repreenderam brandamente o nosso Senhor; mas depois, quando ele restaurou a mão ressequida, levantaram-se contra ele com tal furor que, no mesmo instante, tramaram matá-lo, como no v. 14. Quando não há nada de grande ou sublime, ficam mais quietos, mas quando com apenas sua palavra ele restaura a saúde ao enfermo, como feras furiosas, enfurecem-se. S. Crisós. hom. xl.",,
MAT.13.8,8,"<em>Some a hundred-fold.</em> This difference of fruits is the difference of merits <em>here</em>, and of the rewards <em>hereafter</em>, according to the diversity of states, &c. S. Augustine, in his work, (<em>de Virginitate, c.</em> xliv, <em>and seq.</em>) saith, that the hundred-fold agreeth with professed virgins; the sixty-fold with religious widows; the thirty-fold with married persons. This old heretic, Jovinian, and many of modern date, deny, affirming that there is no difference of <em>merits</em> or <em>rewards.</em> S. Jer. l. ii. adv. Jovin. Amb. ep. lxxxii. Augustinus ep. lxxxii. B.","<em>Alguns a cem por um.</em> Esta diferença de frutos é a diferença de méritos <em>aqui</em>, e das recompensas <em>na outra vida</em>, conforme a diversidade dos estados, etc. Santo Agostinho, em sua obra (<em>de Virginitate, c.</em> xliv, <em>e seg.</em>), afirma que o cêntuplo corresponde às virgens consagradas; o sessenta por um, às viúvas religiosas; o trinta por um, às pessoas casadas. Este antigo herege, Joviniano, e muitos dos modernos, o negam, afirmando que não há diferença de <em>méritos</em> nem de <em>recompensas.</em> S. Jer. l. ii. adv. Jovin. Amb. ep. lxxxii. Augustinus ep. lxxxii. B.",,
MAT.17.6,6,"<em>And were very much afraid.</em> There were two causes that might produce this fear in the apostles, the cloud that overshadowed them, or the voice of God the Father, which they heard. Their human weakness could not bear such refulgent beams of glory, and trembling in every limb, they fall prostrate on the ground. S. Jer.—The Almighty, it seems, was pleased to fulfil the wish of Peter, thereby to shew that Himself is the tent or pavilion, under the shade of which the blessed shall live for ever, and to sanction the public and explicit confession of Peter relative to the divinity of Jesus Christ, by his own no less public and explicit confession, joined with an express command to hear and obey him. S. Chrysostom very justly remarks, that this voice was not heard till after the departure of Moses and Elias, that no possible doubt might exist to whom it was referred, and that it was to Christ only and to no other.—<em>Hear ye Him:</em> i.e. as the law and the prophets are fulfilled and verified in Jesus Christ, your new legislator and prophet, you are to hear and obey Him in preference to either Moses or Elias, or any other teacher. A.","<em>E ficaram com muito medo.</em> Havia duas causas que podiam produzir esse temor nos apóstolos: a nuvem que os cobriu com sua sombra, ou a voz de Deus Pai, que ouviram. A fraqueza humana não podia suportar tais fulgentes raios de glória e, tremendo em todos os membros, prostram-se por terra. S. Jer.—O Todo-Poderoso pareceu comprazer-se em realizar o desejo de Pedro, a fim de mostrar que Ele mesmo é a tenda ou pavilhão à cuja sombra os bem-aventurados viverão para sempre, e para sancionar a confissão pública e explícita de Pedro quanto à divindade de Jesus Cristo, pela sua própria confissão não menos pública e explícita, acompanhada de um preceito expresso de ouvi-lo e obedecê-lo. S. Crisóstomo observa com toda a razão que esta voz não foi ouvida senão após a partida de Moisés e Elias, para que não pudesse subsistir nenhuma dúvida possível a quem se referia, e que era somente a Cristo e a nenhum outro.—<em>Ouvi-o:</em> isto é, como a lei e os profetas se cumprem e se verificam em Jesus Cristo, vosso novo legislador e profeta, deveis ouvi-lo e obedecê-lo de preferência a Moisés, a Elias ou a qualquer outro mestre. A.",,
MAT.23.38,38,"<em>Behold, your house.</em> Their house shall be deprived of the protection of the God of heaven. He it was that had hitherto preserved them, and he also would inflict upon them those very severe judgments they so much dreaded. S. Chrys. hom. lxxv.","<em>Eis que a vossa casa.</em> A casa deles será privada da proteção do Deus do céu. Era ele quem até então os havia preservado, e seria ele também quem lhes infligiria aqueles julgamentos muito severos que tanto temiam. São Crisóstomo, hom. lxxv.",,
MAT.26.19,19,"<em>And they prepared</em> what was necessary, a lamb, wild lettuce, and unleavened bread. V.","<em>E prepararam</em> o que era necessário: um cordeiro, alface silvestre e pão ázimo. V.",,
MAT.27.44,44,"<em>And the same thing the thievesalso:</em> i.e. one of them, the other being converted, as we find Luke 23:39. Wi.—S. Ambrose, S. Chrysostom, S. Jerom, and Ven. Bede say, that at first both of the thieves blasphemed; but one of them seeing the wonderful things that happened, viz. that the sun was darkened, the rocks split asunder, &c. was terrified and converted, he believed in Jesus, and atoned for his former evil language, by praying to him as to his God. Dion. Carth.","<em>E o mesmo também os ladrões:</em> isto é, um deles, tendo o outro se convertido, como vemos em Lc 23:39. Wi.—Santo Ambrósio, São Crisóstomo, São Jerônimo e o Ven. Beda dizem que, a princípio, ambos os ladrões blasfemaram; mas um deles, vendo as coisas maravilhosas que aconteciam — que o sol se obscureceu, as rochas se fenderam, etc. — aterrou-se e converteu-se, creu em Jesus e expiou sua anterior má linguagem, orando a ele como a seu Deus. Dion. Cartusx.",,
MRK.12.2,2,"The first servant whom the Almighty sent, was Moses; but they <em>sent him away empty;</em> for, says the Psalmist, they provoked him to anger in the camp. Ps. 105. The second servant sent was David, whom <em>they used reproachfully</em>, saying: <em>What have we to do with David?</em> 3 Kings 12:16. The third was the school of the prophets; and which of the prophets did they not kill? Mat. 23. Ven. Bede.","O primeiro servo que o Todo-Poderoso enviou foi Moisés; mas eles <em>o mandaram embora de mãos vazias;</em> pois, diz o Salmista, irritaram-no no acampamento. Sl. 105. O segundo servo enviado foi Davi, a quem <em>trataram com desprezo</em>, dizendo: <em>Que temos nós a ver com Davi?</em> 3 Reis 12:16. O terceiro foi a escola dos profetas; e qual dos profetas eles não mataram? Mat. 23. Ven. Beda.",,
